Column-0 Url,Column-1 Url,Column-2 Url,Column-3 Url
https://community.uipath.com/events/details/uipath-learners-presents-uipath-studio-web-workshop-series-day-1/,https://community.uipath.com/events/details/uipath-learners-presents-uipath-studio-web-workshop-series-day-2/,https://community.uipath.com/events/details/uipath-learners-presents-uipath-studio-web-workshop-series-day-3/,https://community.uipath.com/events/details/uipath-learners-presents-uipath-studio-web-workshop-series-day-4/
https://community.uipath.com/events/details/uipath-learners-presents-uipath-studio-web-workshop-series-day-5/,https://community.uipath.com/events/details/uipath-learners-presents-uipath-studio-web-workshop-series-day-6/,https://community.uipath.com/events/details/uipath-learners-presents-uipath-studio-web-workshop-series-day-7/,https://community.uipath.com/events/details/uipath-learners-presents-uipath-studio-web-workshop-series-day-8/
